neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
1,18,40.86556,-73.92656,0,36,28,28,1.12,1,106
1,2,40.82088,-73.9523,0,36,25,0,0.0,1,1
1,8,40.78773,-73.97022,1,113,30,0,0.0,3,69
1,8,40.79312,-73.96595,1,115,88,5,0.22,1,220
1,1,40.75609,-73.96941,1,125,30,2,0.15,91,140
1,7,40.76441,-73.99437,1,100,30,2,0.09,31,345
1,4,40.80746,-73.94001,0,53,180,0,0.0,1,357
0,0,40.63417,-73.97541,0,31,25,3,0.12,1,1
1,9,40.71595,-73.99329,0,68,20,6,0.31,5,332
1,8,40.79155,-73.97315,1,180,30,9,0.43,1,57
1,14,40.74619,-74.00559,1,149,30,1,0.08,1,364
1,1,40.75775,-73.96132,1,350,30,0,0.0,49,364
1,1,40.75905,-73.96142,1,475,30,0,0.0,49,343
1,1,40.758,-73.97906,1,250,30,0,0.0,1,1
1,52,40.73123,-73.99374,0,119,60,2,0.08,1,1
1,28,40.76956,-73.95835,1,125,30,8,0.39,16,332
1,11,40.73848,-74.00252,1,250,28,13,0.52,1,1
1,27,40.72486,-74.00318,1,250,28,11,0.48,1,151
2,44,40.70375,-73.90342,2,30,30,1,0.05,6,365
2,44,40.7033,-73.90812,2,30,30,2,0.08,6,365
1,68,40.73643,-73.98724,1,225,30,0,0.0,87,310
0,38,40.68942,-73.98739,1,150,30,1,0.05,1,91
0,84,40.68696,-73.87564,0,35,28,7,0.29,4,312
2,44,40.70507,-73.90195,2,55,30,2,0.1,6,365
0,6,40.68468,-73.92408,0,45,28,10,0.46,4,310
0,21,40.70376,-73.92104,1,170,18,22,0.9,2,249
0,12,40.70527,-73.93057,2,72,30,3,0.13,1,1
1,28,40.77861,-73.95015,1,287,31,6,0.27,33,326
2,44,40.7061,-73.9115,2,27,30,4,0.18,4,6
2,44,40.70508,-73.90217,2,26,31,5,0.22,4,365
2,39,40.74194,-73.91289,0,70,21,22,1.02,1,1
0,6,40.69601,-73.96036,0,80,90,0,0.0,1,365
1,19,40.7239,-73.98111,0,120,30,3,0.12,2,1
1,28,40.7787,-73.94775,1,120,20,7,0.29,1,1
0,6,40.6809,-73.94271,1,650,31,0,0.0,2,358
1,8,40.77949,-73.98,1,183,30,0,0.0,1,1
0,36,40.68795,-73.99158,1,124,30,1,0.04,1,12
0,32,40.69357,-73.99489,1,149,20,0,0.0,1,1
1,2,40.82287,-73.94509,1,125,31,96,3.93,2,186
0,21,40.69439,-73.92008,0,35,25,3,0.13,1,36
1,1,40.75077,-73.9814,1,145,30,4,0.18,14,207
1,2,40.82452,-73.94499,1,57,30,0,0.0,2,95
1,1,40.75542,-73.96781,1,185,30,3,0.16,91,147
0,20,40.72406,-73.95044,1,185,30,3,0.16,4,261
4,169,40.81227,-73.88871,0,37,30,5,0.37,6,329
2,37,40.7593,-73.82329,1,115,30,4,0.22,15,319
1,26,40.74063,-73.98205,1,325,30,155,6.22,1,240
0,21,40.70541,-73.91878,0,80,299,0,0.0,1,1
1,11,40.73808,-74.00254,1,150,30,3,0.16,1,83
1,2,40.82419,-73.94639,0,50,31,0,0.0,4,78
1,19,40.72884,-73.98517,1,125,25,19,0.88,1,92
1,19,40.72686,-73.97864,0,75,20,0,0.0,1,1
0,97,40.69891,-73.98473,1,300,360,0,0.0,1,365
1,28,40.78119,-73.9462,0,52,22,1,0.14,1,1
1,28,40.76833,-73.95581,1,135,30,9,0.38,16,340
2,56,40.75636,-73.927,1,70,30,10,0.41,1,3
1,30,40.83803,-73.94421,0,120,30,0,0.0,1,1
1,11,40.73852,-74.00269,1,180,30,0,0.0,1,264
1,5,40.74818,-73.97537,1,175,30,1,0.06,50,342
1,5,40.74843,-73.97715,1,175,30,1,0.06,50,365
1,11,40.73392,-74.00354,1,150,30,3,0.17,6,286
1,71,40.76037,-73.98747,1,132,24,1,0.07,1,198
1,5,40.74857,-73.97722,1,150,30,5,0.26,50,344
1,7,40.76174,-73.99228,1,130,30,5,0.22,20,333
1,28,40.77854,-73.94984,1,265,31,7,0.3,33,345
0,21,40.69181,-73.92462,0,40,90,0,0.0,1,341
0,34,40.68115,-73.98876,0,75,30,0,0.0,1,1
0,6,40.6881,-73.94682,1,120,28,37,1.56,1,70
0,38,40.68546,-73.97933,1,200,20,11,0.46,1,32
3,163,40.56251,-74.14781,1,91,30,61,2.6,1,205
4,142,40.83625,-73.91079,1,127,90,4,0.19,7,250
0,6,40.6995,-73.93987,0,50,21,1,0.12,1,1
1,28,40.77608,-73.94364,1,220,30,0,0.0,49,325
1,52,40.73384,-73.99616,1,499,30,10,0.44,1,365
1,8,40.8016,-73.96409,1,2500,40,17,0.91,1,1
1,5,40.74956,-73.97714,1,175,30,1,0.05,50,365
1,11,40.73545,-74.00529,1,150,30,6,0.58,6,141
0,6,40.68199,-73.93665,1,95,30,2,0.09,3,248
1,11,40.73541,-74.00331,1,190,30,1,0.57,6,277
1,11,40.73561,-74.0051,1,120,30,5,0.34,6,66
0,12,40.71049,-73.9441,0,45,21,0,0.0,1,1
1,9,40.71558,-73.99136,1,325,30,76,3.27,2,294
1,7,40.75554,-73.99329,1,200,20,0,0.0,1,1
0,15,40.66562,-73.93201,0,55,30,15,0.67,2,163
1,14,40.74429,-73.99984,1,130,26,39,1.71,1,29
0,33,40.68308,-73.9912,1,175,30,57,2.74,1,84
0,6,40.68506,-73.92316,0,31,55,4,0.17,1,1
0,54,40.65695,-73.92558,0,40,30,0,0.0,3,326
1,5,40.74846,-73.97557,1,170,30,5,0.22,50,323
1,5,40.74956,-73.97668,1,175,30,2,0.09,50,353
0,6,40.68243,-73.93161,1,100,30,9,0.37,1,1
2,39,40.7461,-73.92146,1,150,30,8,0.35,2,1
1,11,40.73394,-74.0049,1,140,30,4,0.27,6,153
1,11,40.73598,-74.00505,1,140,30,1,0.09,6,267
1,28,40.76212,-73.96358,1,150,30,88,3.67,1,3
0,16,40.6815,-73.98028,1,290,30,48,2.07,2,299
1,8,40.78469,-73.97197,1,159,30,2,0.18,16,358
1,5,40.74965,-73.97566,1,150,30,1,0.07,50,320
0,32,40.69144,-73.99637,1,160,30,0,0.0,1,31
1,8,40.78443,-73.98256,1,135,90,0,0.0,8,125
0,84,40.68749,-73.87261,0,42,30,42,1.81,6,114
1,28,40.76937,-73.95745,1,155,30,8,0.37,16,333
2,37,40.7602,-73.82324,1,180,30,2,0.12,15,320
1,64,40.72044,-73.99646,0,81,30,59,2.47,3,111
0,79,40.64203,-74.01383,1,90,30,0,0.0,1,53
1,8,40.77395,-73.98786,1,190,30,8,0.36,25,330
0,90,40.63347,-74.02739,1,60,30,0,0.0,1,1
1,8,40.77418,-73.98799,1,190,30,9,0.43,25,334
1,19,40.72826,-73.98156,1,110,30,41,1.72,1,244
2,25,40.75265,-73.9405,1,180,30,0,0.0,1,83
0,12,40.70618,-73.9534,1,198,20,4,0.18,1,1
4,142,40.83507,-73.9104,1,72,90,2,0.12,7,223
0,84,40.6884,-73.87253,0,42,30,46,1.97,6,202
0,84,40.68705,-73.87036,0,42,30,33,1.42,6,74
1,8,40.77396,-73.98782,1,225,30,20,0.9,25,286
1,8,40.77578,-73.98923,1,255,30,5,0.26,25,254
1,8,40.77476,-73.98947,1,320,30,8,0.38,25,261
1,53,40.71954,-73.99667,1,150,30,6,0.27,11,65
1,5,40.74838,-73.97695,1,150,30,1,0.05,50,365
1,7,40.76284,-73.99226,1,130,30,7,0.37,20,337
0,12,40.71947,-73.95958,0,65,21,2,0.09,1,81
1,5,40.74948,-73.97685,1,150,30,0,0.0,50,365
1,7,40.76245,-73.99235,1,160,30,4,0.32,20,339
1,7,40.76309,-73.99214,1,130,30,7,0.34,20,311
1,2,40.82086,-73.94486,0,65,30,0,0.0,26,188
1,19,40.72897,-73.9811,1,130,30,0,0.0,1,186
0,24,40.66084,-73.96001,0,38,20,0,0.0,2,7
1,4,40.80266,-73.93904,0,44,30,3,0.19,4,153
1,4,40.80257,-73.93987,0,46,30,5,0.26,4,220
2,37,40.76112,-73.82327,1,140,30,3,0.14,15,244
1,4,40.80356,-73.94034,0,41,30,5,0.24,4,211
1,4,40.80305,-73.9403,0,51,30,2,0.38,4,262
1,23,40.71692,-73.98321,1,90,26,1,0.04,1,1
0,21,40.69851,-73.9266,0,65,20,0,0.0,1,1
0,12,40.71042,-73.94744,0,80,25,0,0.0,1,1
1,28,40.7811,-73.95003,0,69,20,3,0.13,1,1
0,84,40.68863,-73.8706,0,38,30,43,1.87,6,193
1,7,40.7647,-73.99391,1,200,30,2,0.09,31,359
1,14,40.74119,-73.99941,1,169,30,0,0.0,87,362
1,8,40.77548,-73.98965,1,190,30,5,0.38,25,181
1,8,40.77104,-73.98522,1,190,30,6,0.31,25,190
0,12,40.70754,-73.95291,0,55,30,3,0.28,3,1
1,1,40.74353,-73.98364,1,333,30,66,2.81,1,210
0,21,40.69786,-73.91362,0,50,20,3,0.13,1,2
0,6,40.679,-73.91078,1,68,30,11,0.48,5,332
1,1,40.76149,-73.97536,1,200,30,5,0.26,4,280
1,1,40.76255,-73.97453,1,350,30,2,0.21,4,332
0,6,40.68133,-73.90947,1,150,28,3,0.16,5,312
0,6,40.67925,-73.91017,1,122,28,7,0.3,5,226
1,5,40.74847,-73.97562,1,222,30,1,0.09,50,365
1,5,40.74947,-73.9761,1,175,30,3,0.21,50,342
1,14,40.73895,-73.9997,1,170,30,1,0.05,87,278
1,28,40.76143,-73.96103,1,80,30,2,0.14,8,311
0,12,40.71352,-73.96148,1,800,30,29,1.41,2,1
0,6,40.69444,-73.95116,0,60,30,2,0.09,2,1
1,7,40.76152,-73.99388,1,130,30,4,0.19,20,332
1,7,40.76163,-73.99335,1,130,30,4,0.41,20,310
0,6,40.68161,-73.95237,0,120,30,4,0.37,1,1
0,20,40.72074,-73.9432,1,90,30,4,0.19,8,125
1,14,40.73993,-74.00147,1,164,30,0,0.0,33,307
0,15,40.66583,-73.93563,1,70,30,4,0.18,1,61
1,8,40.776,-73.98815,1,300,30,7,0.85,25,312
2,56,40.75818,-73.91398,1,600,30,1,0.05,3,220
1,27,40.72171,-74.00396,1,250,90,1,0.23,1,1
2,37,40.75947,-73.82263,1,100,30,7,0.34,15,294
0,16,40.68107,-73.97876,1,295,30,50,2.48,2,208
0,21,40.69349,-73.91173,2,34,30,2,0.11,5,365
1,1,40.75751,-73.96464,1,233,90,0,0.0,1,365
1,28,40.76834,-73.95647,0,85,30,11,0.55,1,305
0,54,40.65286,-73.93209,0,35,30,3,0.16,4,342
3,41,40.63975,-74.07774,0,70,31,0,0.0,1,365
1,5,40.74844,-73.97713,1,130,30,1,0.05,50,364
1,5,40.7482,-73.97525,1,150,30,4,0.28,50,333
1,8,40.7744,-73.9874,1,275,30,21,1.26,25,318
1,43,40.70949,-74.01438,1,250,30,22,1.0,1,81
1,7,40.76704,-73.98484,1,115,60,5,0.42,1,76
1,1,40.75212,-73.96975,0,82,30,0,0.0,2,326
1,43,40.7074,-74.00151,1,205,30,1,0.11,33,332
0,54,40.65312,-73.93413,0,35,30,5,0.22,4,263
1,26,40.7433,-73.9807,1,120,20,0,0.0,1,1
1,8,40.77068,-73.98674,1,229,30,0,0.0,33,364
0,22,40.65099,-73.96283,1,80,60,46,2.05,1,54
0,6,40.68568,-73.91923,0,60,30,5,0.23,1,178
0,54,40.65286,-73.93371,0,33,30,1,1.0,4,245
1,53,40.71923,-73.99573,1,138,31,4,0.28,11,93
0,84,40.68201,-73.89425,1,50,30,34,1.51,1,234
1,28,40.78019,-73.95857,1,225,30,0,0.0,33,365
1,1,40.7506,-73.97104,1,176,30,0,0.0,33,365
1,68,40.73638,-73.98089,1,239,30,0,0.0,33,242
1,4,40.79633,-73.94819,1,104,30,3,0.16,1,212
1,43,40.70866,-74.01385,1,178,30,1,0.12,33,327
1,52,40.733,-73.99413,1,3900,30,7,0.32,1,180
1,28,40.76128,-73.96236,1,90,30,5,0.25,8,306
1,68,40.73741,-73.98096,1,216,30,0,0.0,33,364
1,28,40.77832,-73.95657,1,133,30,7,0.47,91,281
1,14,40.7416,-74.00082,0,75,30,2,0.17,1,188
1,9,40.71611,-73.99405,0,80,25,8,0.36,1,1
2,183,40.65429,-73.73432,0,45,30,34,1.52,5,90
1,1,40.7507,-73.97086,1,175,30,0,0.0,33,365
1,1,40.75161,-73.97017,1,175,30,0,0.0,33,365
1,1,40.75145,-73.97011,1,175,30,0,0.0,33,365
1,1,40.7518,-73.97074,1,220,30,0,0.0,33,365
1,1,40.74978,-73.96977,1,175,30,0,0.0,33,365
1,2,40.82673,-73.94633,1,75,30,0,0.0,1,32
1,19,40.72475,-73.97788,1,260,30,0,0.0,1,330
2,44,40.70141,-73.90291,1,170,18,14,0.64,2,141
1,7,40.76354,-73.99283,1,100,30,3,0.21,31,270
1,2,40.80044,-73.95139,0,50,28,12,0.62,1,39
1,1,40.75014,-73.97001,1,175,30,0,0.0,33,365
1,28,40.76141,-73.96265,1,125,50,0,0.0,8,176
2,56,40.76304,-73.90785,0,45,21,9,0.56,1,58
1,28,40.77981,-73.96031,1,220,30,0,0.0,33,334
1,28,40.78098,-73.95854,1,225,30,0,0.0,33,315
1,28,40.78015,-73.95852,1,225,30,0,0.0,33,346
0,20,40.72917,-73.95131,1,145,30,44,2.07,1,205
1,19,40.72945,-73.97987,1,170,30,136,6.18,1,291
2,56,40.76064,-73.92481,1,95,30,48,2.97,5,217
1,28,40.77123,-73.95041,1,243,30,0,0.0,33,284
1,19,40.73105,-73.98195,1,150,30,48,3.03,5,199
1,43,40.70849,-74.01486,1,181,30,0,0.0,33,329
1,1,40.76114,-73.97596,1,350,30,1,0.15,4,151
0,22,40.64706,-73.96057,0,93,30,1,0.63,1,1
1,26,40.7451,-73.97915,1,308,30,0,0.0,232,156
1,5,40.74814,-73.97554,1,175,30,1,0.09,50,365
1,5,40.74844,-73.97694,1,367,30,1,0.09,50,358
1,7,40.76136,-73.99361,1,125,30,6,0.29,91,314
1,7,40.7605,-73.99189,1,129,30,1,0.05,12,310
0,15,40.66689,-73.92806,0,45,21,1,0.05,1,44
0,33,40.68227,-73.99948,1,150,30,5,0.44,1,79
1,43,40.70903,-74.01401,1,235,30,0,0.0,33,351
1,51,40.76322,-73.94899,0,50,28,0,0.0,1,1
0,6,40.69342,-73.95881,0,105,30,8,0.38,3,89
2,39,40.74205,-73.92394,1,99,30,7,0.39,1,38
0,6,40.69233,-73.94688,1,99,90,2,0.18,2,170
1,5,40.7488,-73.97844,1,225,30,1,1.0,49,311
0,12,40.71772,-73.95059,0,79,999,24,1.12,6,249
0,12,40.71835,-73.94999,0,79,30,15,0.69,6,333
0,12,40.71732,-73.95048,0,54,30,22,1.01,6,276
0,16,40.67858,-73.9812,1,300,30,51,2.33,1,75
1,52,40.7315,-73.99393,1,400,30,0,0.0,1,90
0,20,40.71913,-73.95041,0,80,30,3,0.14,6,324
1,14,40.75058,-73.99582,1,160,60,0,0.0,1,1
1,8,40.77536,-73.98952,1,280,30,9,1.4,25,341
1,1,40.75029,-73.97142,1,175,30,2,0.15,10,161
1,27,40.7215,-73.99894,0,80,21,0,0.0,1,1
1,30,40.84859,-73.93855,1,85,30,4,0.22,1,1
1,8,40.77478,-73.97986,1,125,30,5,0.26,1,1
1,2,40.80844,-73.9502,1,129,28,7,0.35,1,40
1,2,40.80436,-73.95649,0,80,45,1,0.05,1,1
1,7,40.76269,-73.99364,1,130,30,4,0.23,20,272
1,5,40.75008,-73.97655,1,222,30,2,0.15,50,364
1,26,40.74061,-73.97991,1,185,30,4,0.25,91,201
1,52,40.72801,-74.00105,1,150,80,18,0.87,1,182
1,28,40.76139,-73.96222,1,80,30,4,0.26,8,272
1,5,40.74848,-73.97564,0,222,30,0,0.0,50,364
1,5,40.74896,-73.9762,1,175,30,1,0.08,50,364
1,5,40.74877,-73.97565,1,175,30,1,0.19,50,364
1,5,40.74829,-73.97554,1,130,30,3,0.16,50,364
1,8,40.78489,-73.97345,0,99,20,7,0.42,2,125
0,12,40.71328,-73.9633,1,158,30,8,0.42,1,283
2,37,40.75951,-73.82189,1,110,30,5,0.27,15,297
0,12,40.70822,-73.95921,1,350,30,5,0.24,1,166
4,59,40.86924,-73.90651,0,40,30,4,0.19,2,148
1,8,40.77538,-73.98814,1,300,30,7,0.38,25,313
1,28,40.7766,-73.94862,1,275,30,17,0.79,1,196
1,8,40.77576,-73.98883,1,290,30,4,0.22,25,281
1,8,40.78729,-73.97033,0,110,30,0,0.0,1,1
0,24,40.65516,-73.96121,0,65,28,5,0.26,3,297
1,28,40.77057,-73.95759,1,159,30,1,0.05,87,344
0,12,40.72017,-73.9575,1,200,120,0,0.0,1,263
2,145,40.6004,-73.7667,0,47,30,8,0.38,2,303
1,2,40.81821,-73.94746,0,85,30,53,2.49,4,309
1,2,40.81899,-73.94584,0,70,30,29,1.36,4,292
1,28,40.77122,-73.95909,1,169,30,0,0.0,87,344
1,14,40.75121,-73.99812,1,169,30,1,0.05,121,282
1,28,40.77606,-73.95422,1,125,30,5,0.34,5,342
1,52,40.73366,-73.99805,1,275,120,0,0.0,1,235
1,5,40.75001,-73.97573,1,150,30,2,0.28,50,364
1,5,40.74872,-73.97701,1,150,30,1,0.05,50,364
1,5,40.74877,-73.977,1,150,30,2,0.21,50,364
1,5,40.74839,-73.97683,1,195,30,0,0.0,50,364
0,6,40.68634,-73.95709,1,190,20,2,0.14,1,310
1,28,40.7717,-73.96116,1,125,30,5,0.26,91,347
1,5,40.75017,-73.97684,1,175,30,0,0.0,50,364
1,5,40.74817,-73.97665,1,222,30,1,0.21,50,364
1,5,40.74876,-73.97553,1,175,30,5,0.37,50,344
1,5,40.74865,-73.9753,1,175,30,0,0.0,50,364
1,30,40.83638,-73.94294,1,125,30,3,0.15,2,323
1,28,40.76114,-73.961,1,153,30,1,0.05,33,365
1,2,40.82332,-73.94426,0,45,30,2,0.1,8,261
1,2,40.80475,-73.9491,1,108,30,3,0.23,4,213
2,39,40.73554,-73.91858,0,60,60,0,0.0,1,179
0,12,40.71191,-73.95988,1,198,30,9,0.44,3,298
1,2,40.80436,-73.94865,1,96,30,5,0.53,4,32
0,12,40.71321,-73.95073,0,75,25,3,0.16,2,161
1,28,40.77832,-73.95017,0,100,30,6,0.33,1,1
0,21,40.69241,-73.90545,2,35,30,0,0.0,8,312
0,24,40.65711,-73.95747,1,73,31,1,0.06,1,32
1,68,40.73765,-73.98454,1,1100,30,34,1.94,2,333
1,68,40.7368,-73.98307,1,766,30,13,0.66,2,352
1,2,40.80604,-73.94971,1,83,30,6,0.46,4,86
0,20,40.72754,-73.94396,1,100,20,2,0.1,1,24
0,54,40.65261,-73.94486,0,38,60,9,0.45,2,199
0,21,40.69731,-73.90824,2,29,30,2,0.1,6,324
1,14,40.74071,-73.99977,1,170,30,0,0.0,87,307
0,6,40.68368,-73.93796,1,92,30,21,1.01,2,35
0,6,40.68294,-73.93979,1,95,30,0,0.0,2,87
1,7,40.76168,-73.99061,1,99,30,12,0.57,12,251
1,7,40.76037,-73.99085,1,115,30,2,0.1,12,341
0,82,40.57536,-73.96523,0,40,31,1,0.23,1,342
1,4,40.80891,-73.93798,1,100,30,22,1.05,1,1
1,7,40.75827,-73.99368,1,249,31,9,0.51,1,137
1,4,40.80832,-73.93756,1,200,30,0,0.0,1,1
1,5,40.74871,-73.9753,1,175,30,2,0.11,50,365
1,52,40.73025,-73.99996,0,104,31,1,0.05,2,1
2,25,40.74726,-73.94304,1,110,20,2,0.1,1,1
1,8,40.77158,-73.98976,0,150,300,2,0.1,1,365
0,6,40.68551,-73.9216,0,40,18,1,0.05,2,1
1,5,40.74866,-73.97755,1,138,30,1,0.09,1,188
0,6,40.68578,-73.94242,1,150,30,12,0.63,7,1
1,52,40.72849,-73.99987,2,56,35,1,0.05,2,1
1,8,40.78025,-73.97585,1,200,30,5,0.25,1,1
1,28,40.76369,-73.96122,1,200,30,1,0.07,87,364
1,2,40.80639,-73.94829,1,105,30,5,0.28,2,195
0,21,40.69242,-73.90441,0,60,30,5,0.24,1,141
0,3,40.69471,-73.96633,0,100,21,15,0.97,1,89
2,44,40.70707,-73.91455,0,40,30,6,0.29,1,1
0,12,40.71549,-73.94973,1,100,30,2,0.15,4,332
0,12,40.7163,-73.95087,1,100,30,4,0.2,4,323
1,19,40.72834,-73.97907,1,400,30,0,0.0,1,119
0,12,40.71807,-73.9545,1,250,30,3,0.15,1,1
0,15,40.6777,-73.94251,0,48,45,3,0.15,3,1
1,53,40.71932,-73.99522,1,190,31,1,0.07,11,61
1,53,40.7192,-73.9965,1,190,30,4,0.22,11,328
1,7,40.76132,-73.99298,1,133,30,2,0.11,91,4
1,28,40.77736,-73.95156,1,200,31,2,0.29,33,325
1,28,40.77768,-73.94998,1,160,31,2,0.19,33,324
1,19,40.72052,-73.97806,1,157,30,0,0.0,4,1
0,12,40.7151,-73.95129,1,100,30,6,0.31,4,233
1,1,40.7582,-73.97843,1,210,29,0,0.0,1,340
1,23,40.71136,-73.98808,2,33,100,0,0.0,28,308
1,23,40.71021,-73.98863,2,29,100,0,0.0,28,341
1,23,40.71165,-73.98708,2,33,100,2,0.11,28,201
0,70,40.67271,-73.89071,0,55,30,0,0.0,2,364
2,56,40.75819,-73.92687,0,47,30,1,0.05,1,90
0,3,40.68597,-73.95983,1,125,25,0,0.0,1,172
0,13,40.69647,-73.97681,1,120,20,3,0.16,1,58
0,21,40.69168,-73.9132,2,28,30,5,0.25,5,281
0,21,40.6951,-73.91157,2,30,30,5,0.25,5,365
0,21,40.69641,-73.90895,2,30,30,2,0.11,8,325
1,14,40.75286,-73.99551,1,239,30,0,0.0,87,364
1,43,40.71079,-74.00934,0,80,30,1,0.32,1,339
0,32,40.7007,-73.99517,1,150,30,0,0.0,2,65
2,39,40.74457,-73.9194,1,82,21,0,0.0,1,1
2,37,40.75963,-73.82218,1,95,30,0,0.0,15,214
0,6,40.68145,-73.93132,1,73,45,2,0.11,1,43
1,2,40.80275,-73.95117,1,125,20,0,0.0,1,1
1,4,40.78951,-73.94605,1,195,30,5,0.3,1,282
1,53,40.71927,-73.99663,0,45,25,0,0.0,1,1
0,12,40.71501,-73.95125,1,100,30,6,0.44,4,333
1,19,40.72336,-73.98079,1,133,28,9,0.54,2,211
1,7,40.76173,-73.99325,1,130,30,4,0.43,20,268
0,6,40.68506,-73.94164,1,80,30,7,0.5,1,1
0,12,40.71989,-73.95837,1,350,175,5,0.26,1,362
1,77,40.72005,-74.00455,1,499,30,0,0.0,31,179
0,73,40.58612,-73.95014,0,50,30,0,0.0,3,166
1,19,40.72256,-73.97925,1,184,30,11,0.61,1,313
1,19,40.72941,-73.97916,1,210,28,2,0.65,1,78
1,23,40.71235,-73.99071,0,100,21,0,0.0,1,332
2,37,40.75899,-73.82245,1,90,30,3,0.3,15,281
1,52,40.73103,-74.00141,1,120,27,4,0.24,1,153
1,19,40.728,-73.98603,1,125,25,3,0.15,1,1
1,23,40.72083,-73.99308,1,150,30,1,0.1,9,226
1,5,40.74998,-73.97543,1,150,30,3,0.21,50,365
0,97,40.70152,-73.98407,1,100,30,2,0.12,1,31
1,7,40.75597,-73.99494,1,412,30,0,0.0,1,1
0,73,40.58788,-73.94955,0,50,180,0,0.0,3,155
0,15,40.66373,-73.93222,0,55,30,1,0.1,2,137
1,5,40.74864,-73.97383,1,350,30,0,0.0,49,330
1,8,40.78383,-73.97529,1,133,30,8,0.43,91,301
1,5,40.75033,-73.97546,1,150,30,2,0.14,50,365
0,6,40.69532,-73.93995,0,38,30,4,0.21,10,365
0,21,40.70027,-73.91268,0,36,21,0,0.0,1,1
1,5,40.75006,-73.97694,1,195,30,1,0.09,50,365
1,51,40.76191,-73.94934,0,45,25,37,1.89,1,149
1,8,40.77055,-73.98615,1,333,30,0,0.0,33,330
1,8,40.76996,-73.98551,1,375,30,0,0.0,33,300
0,12,40.70889,-73.94357,1,85,60,6,0.32,1,125
0,6,40.68537,-73.95894,1,100,28,2,0.11,1,177
0,6,40.69687,-73.94111,0,50,30,4,0.2,10,365
1,5,40.75008,-73.97752,1,150,30,2,0.3,50,364
0,21,40.68187,-73.90815,0,67,30,3,0.16,1,179
0,6,40.68679,-73.9495,0,45,30,0,0.0,2,95
1,28,40.77084,-73.94956,1,130,30,0,0.0,1,1
0,6,40.67871,-73.92678,1,103,30,47,3.2,2,105
0,15,40.67163,-73.93399,0,31,30,7,0.36,1,302
0,38,40.6882,-73.98999,1,90,30,2,0.18,1,116
0,12,40.70255,-73.94408,0,40,30,0,0.0,3,1
0,21,40.69475,-73.91507,0,50,30,1,0.11,5,361
0,21,40.69398,-73.90719,0,50,30,1,0.15,6,365
0,6,40.6926,-73.94076,0,50,30,4,0.21,10,364
0,15,40.67504,-73.93956,0,50,30,0,0.0,1,113
0,12,40.71642,-73.96459,1,99,30,0,0.0,1,1
0,12,40.71015,-73.94672,1,100,90,1,1.0,1,3
0,15,40.67288,-73.95444,1,115,30,4,0.25,3,292
0,3,40.68318,-73.96624,1,125,21,0,0.0,1,1
2,124,40.70231,-73.82722,1,66,30,9,0.47,1,173
1,4,40.79748,-73.948,0,75,18,1,0.05,1,1
0,36,40.68719,-73.99384,1,210,30,0,0.0,1,54
1,19,40.72732,-73.98056,1,475,30,0,0.0,1,1
1,7,40.76084,-73.99899,1,299,30,0,0.0,18,365
1,26,40.74478,-73.97968,1,94,30,3,0.16,2,155
1,2,40.80427,-73.9506,1,115,20,4,0.21,2,282
1,2,40.82932,-73.94563,1,128,30,0,0.0,1,89
1,19,40.72434,-73.99099,1,455,30,26,1.77,2,332
0,3,40.68827,-73.96583,0,70,20,0,0.0,1,1
1,8,40.79176,-73.96717,1,175,30,1,0.15,3,3
0,38,40.68632,-73.98903,1,80,30,3,0.16,1,1
1,5,40.74873,-73.97664,1,150,30,5,0.4,50,364
1,43,40.7043,-74.00923,1,300,30,0,0.0,49,346
0,6,40.69294,-73.9398,0,50,30,3,0.17,10,364
0,20,40.7268,-73.94072,1,65,24,1,0.05,1,1
1,23,40.72154,-73.99331,0,125,28,1,0.09,1,1
1,2,40.8048,-73.94951,1,91,30,8,0.47,2,216
1,8,40.77055,-73.98613,1,374,60,0,0.0,33,290
0,22,40.63074,-73.96418,0,50,20,1,0.19,2,358
1,2,40.82394,-73.94432,0,75,30,2,0.1,1,1
0,12,40.71424,-73.94283,0,42,20,0,0.0,1,1
1,26,40.74241,-73.97954,1,142,30,8,0.42,91,281
1,5,40.74975,-73.97699,1,185,30,0,0.0,91,1
0,24,40.661,-73.9598,1,85,30,10,0.63,1,2
1,8,40.78456,-73.98117,1,140,30,0,0.0,8,1
1,18,40.87328,-73.91458,1,70,21,7,0.38,1,156
0,111,40.61984,-73.97872,2,50,30,8,0.42,1,179
1,5,40.74933,-73.9767,1,200,30,0,0.0,91,310
2,87,40.73266,-73.85447,2,27,60,1,0.05,1,1
1,8,40.77605,-73.98833,1,190,30,4,0.63,25,363
1,8,40.77483,-73.98973,1,200,30,1,0.11,25,1
0,15,40.66571,-73.9338,0,35,30,5,0.28,4,292
1,68,40.73804,-73.98503,1,500,28,5,0.27,1,173
2,44,40.69687,-73.90111,0,31,18,1,0.05,1,1
1,5,40.74751,-73.97593,1,125,30,0,0.0,91,153
0,21,40.69754,-73.9348,0,74,21,2,0.12,1,1
1,1,40.76512,-73.98201,1,225,30,0,0.0,12,344
1,1,40.76575,-73.98168,1,225,30,0,0.0,12,343
1,1,40.7652,-73.98174,1,225,30,1,0.09,12,343
0,21,40.69476,-73.90545,2,32,30,3,0.17,6,365
0,21,40.69295,-73.90851,0,50,30,4,0.21,6,325
1,1,40.76563,-73.98242,1,225,30,0,0.0,12,340
